,L5,L4,L3,L2,L1,A,R1,R2,R3,R4,R5
,ས་ཆ་,༺,ཁ་,རི་,#ཁུ་རེ་,།,ཁ་,ཁེ,ར་,༻_༺
༺,རེ,།༻_,#དེ་ལས་,༺,#ཁུ་རེ་,།,ལྷག་པ་,༻_༺,#བབ་ཀི་,།
