,L5,L4,L3,L2,L1,A,R1,R2,R3,R4,R5
དེང་སང་,འདི་,ན་,སྤྱོད,།_།,#དེ་ལྟར་,ཐུབ་པ་,དག་,གི་,བསྟན་པ་,ནི
