,L5,L4,L3,L2,L1,A,R1,R2,R3,R4,R5
མ་,རེ་,༻,ཡ,།_༺,#སྐ་,།,དཀའ་,༻_༺,དང་,ངིས་
དང་,ངིས་,༻,ད,།__༺,#སྐ་,དང་,ངིས་,ད,།༻_,
