,L5,L4,L3,L2,L1,A,R1,R2,R3,R4,R5
སོ,ས་,།,ལྟ་སྟངས་,༻_༺,#དུ་,༻,ཅིག་,འགྲིག་,གི་,མེད་
༺,ཟིག་,༻_༺,#བབ་ཀི་,#བྱུང་གི་,#དུ་,༻,ན་,ཡོད་,ནི་,མ་
#ཁ་ར་,མི་,རིག་,གི,།_༺,#དུ་,འས་,ཡ,ས་,དང་,༻
དེ,འི་,བ,ར་,༺,#དུ་,༻,ན་,ང་,ཡོད་,ནི་
རེ,།༻_,,མགོ་,༙,#དུ་,རིག་,ག་,༙_,ག་,#ཟླུམ་
༻,ཨ,།_,,༺,#དུ་,ན་,༻,རྣ་,#འབྱོག་,༺
_༺,ར,།༻_,,༺,#དུ་,༻,ཡིན་,ན་,༙,ཐང་
ནོག་,#རྩི་དཀར་,པོ་,༙,_༺,#དུ་,༻,འདི,།_,,#ཁྲིག་
།_,ནོག་,༺,#ཟེ་,ནོ་,#དུ་,༻,ནོག་,#རྩི་དཀར་,པོ་,༺
༻,ནོག་,#རྩི་དཀར་,པོ་,༺,#དུ་,༻_༺,ཧ་,ར་,།,ཕ
ཡོ་ག,།_,,ད་,༺,#དུ་,མོ་,#འུ་,༻,རྩི་,ཞིག་
ངིས་,༺_,ཅིག་,གི་,༺,#དུ་,མོ་,༻,ཞིག་,ལས་,༙
ངས་,ལྷོ་ཕྱོགས་,གར་,རྩི་,༺,#དུ་,འས་,༻_,ལྷོ་ཕྱོགས་,ནི་,ས་ཁུལ་
རྒྱག་,རྒྱུ་,བོ་,དེ་,༺,#དུ་,#འུ་,།,#དེ་ནས,།༻_,
གནས་,འདྲ་,༺,ཟིག་,༻_༺,#དུ་,མོ་,#འུ་,༻༼,དོགས་གཞི,འི་
༻,མི་,རྙེད་,ཀི,།_༺,#དུ་,ནས་,༻,ད་,ཅང་,བཤད་
༺,རེ་,༻,ངས་,༺,#དུ་,མོ་,ཟིག་,༻,ལྟ་,དགོས་
མོ་,མིང་,༽,ཅན་,པོ་,#དུ་,མོ་,#དུ་,་་_,,༺
༽,ཅན་,པོ་,#དུ་,མོ་,#དུ་,་་_,,༺,ལེན་,#འགྲེ་
ལེན་,ནི་,༺,རེ་,༻_༺,#དུ་,༻,མིན་,ན་,༺,#ངེ་
༻,ཅིག་,སྐུར་,འཇོག་,༺,#དུ་,༻_༺,#ཨུ་,༻,#ཁྱག་,གི
[1b],[1b.1],༄༅༅།_།,རྒྱ་གར་,སྐད་,#དུ,།_,ཨ་,བྷི་,དྷརྨ་,#ཀོ་
#ཀཱ་,རི་,#ཀཱ,།_,བོད་སྐད་,#དུ,།_,ཆོས་,མངོན་པ,འི་,མཛོད་
།_།,སྟོབས་,དང་,ལྡན་པ,འི་,#དུ,ས་,སུ་,རིག་,ནས་,ནི
།,n,༄༅༅།_།,རྒྱ་གར་,སྐད་,#དུ,།_,ཨ་,བྷི་,དྷརྨྨཀོ་,ཥཾ་
བྷཱ་,ཥྱཾ,n,།_,བོད་སྐད་,#དུ,།_,ཆོས་,མངོན་པ,འི་,མཛོད་
