,L5,L4,L3,L2,L1,A,R1,R2,R3,R4,R5
,ད་,༺,#དུ་རེ་,༻,#གཅད་,འཇོག་,གི,།_,ལྷག་,སོང་
།_,ལྷག་,སོང་,ན་,ད་,#གཅད་,$འཇོག་,ས་,གི,།_,དེ་
