# form	pos	lemma	sense	freq
ཁར་ས་པཱ་ཎི	PROPN			
ཁར་སརྦ་ཎི་	PROPN			
ཁརས་པཱ་ཎི	PROPN			
ཁལ་	NOUN			
ཁལ་ཁ་	OTHER			
ཁལ་བ་	NOUN			
ཁལ་མ་	NOUN			
ཁས་འཆེ་	NOUN			
ཁས་ལེན་	NOUN			
ཁསམ་	NOUN			
ཁི་	OTHER			
ཁུ་	PROPN			
ཁུ་དབོན་	PROPN			
ཁུ་ནུ་	PROPN			
ཁུ་བ	NOUN			
ཁུ་བ་	NOUN			
ཁུ་བོ	NOUN			
ཁུ་བོ་	OTHER			
ཁུ་བྱུག་	OTHER			
ཁུ་བྱུག་དབེན་པ་རྫོང་	PROPN			
ཁུ་ཚུར་	NOUN			
ཁུ་རོ་སུ་	PROPN			
ཁུ་རྔོག་འབྲོམ་	NOUN			
ཁུ་ལུ་	OTHER			
ཁུ་ལུང་	PROPN			
ཁུ་ལུང་པ་ཡོན་ཏན་རྒྱ་མཚོ་	PROPN			
ཁུ་ལུང་ལྷ་གྲལ་	PROPN			
ཁུ་ལེ	NOUN			
ཁུ་སིམ་	OTHER			
ཁུ་སིམ་ཁད་	OTHER			
ཁུ་སིམ་པ	OTHER			
ཁུ་སིམ་མེར་	OTHER			
ཁུ་སྟོན་ཤེས་རབ་བརྩོན་འགྲུས	PROPN			
ཁུག	VERB			
ཁུག་	VERB			
ཁུག་པ	VERB			
ཁུག་པ་	VERB			
ཁུགས་	VERB			
ཁུགས་པ	VERB			
ཁུགས་པ་	VERB			
ཁུགས་སོ་	OTHER			
ཁུང་	NOUN			
ཁུང་བུ	NOUN			
ཁུང་བུ་	NOUN			
ཁུང་ཙི	OTHER			
ཁུང་འཕན་སེན་	PROPN			
ཁུང་ལྡན་	OTHER			
ཁུངས་	NOUN			
ཁུངས་བྲལ་	OTHER			
ཁུངས་མ་	OTHER			
ཁུངས་སྣེ་	OTHER			
ཁུམས	VERB			
ཁུམས་	VERB			
ཁུའུ་རེ་	PROPN			
ཁུར	VERB			
ཁུར་	NOUN			
ཁུར་པོ་	OTHER			
ཁུར་བ	OTHER			
ཁུར་བ་	VERB			
ཁུར་བུ་	NOUN			
ཁུལ་དབྱེ་	OTHER			
ཁེ་	NOUN			
ཁེ་ཉེན་	NOUN			
ཁེ་དབང་	OTHER			
ཁེ་ལས་	OTHER			
ཁེ་སྤོགས་བྱེད་ཐབས་	NOUN			
ཁེགས་	VERB			
ཁེངས་	VERB			
ཁེངས་དྲེགས་	NOUN			
ཁེངས་པ	VERB			
ཁེངས་པ་	VERB			
ཁེད་བཤད་	OTHER			
ཁེབས་	VERB			
ཁེབས་པ	VERB			
ཁེབས་པ་	VERB			
ཁེབས་བ་	VERB			
ཁེར་གཏམ་	OTHER			
ཁེར་འབུད་	OTHER			
ཁེར་རྐྱང་	OTHER			
ཁེར་ལབ་	OTHER			
ཁེལ	VERB			
ཁེལ་	VERB			
ཁེལ་བ་	VERB			
ཁོ	PRON			
ཁོ་	PRON			
ཁོ་ཐག་	NOUN			
ཁོ་དེ	INTJ			
ཁོ་ན	DET			
ཁོ་ན་	DET			
ཁོ་ཕེར་ནེག་སེ་	OTHER			
ཁོ་ཕོམ་	PROPN			
ཁོ་བ	PRON			
ཁོ་བོ	PRON			
ཁོ་བོ་	PRON			
ཁོ་བོ་ཅག་	PRON			
ཁོ་མོ	PRON			
ཁོ་མོ་	PRON			
ཁོ་མོ་ཅག་	PRON			
ཁོ་ར་ཁོར་ཡུག་	NOUN			
ཁོ་རེ་	INTJ			
ཁོག་	VERB			
ཁོག་དབུབ་	OTHER			
ཁོག་དབུབས་	OTHER			
ཁོག་ནད་	OTHER			
ཁོག་པ	VERB			
ཁོག་པ་	VERB			
ཁོག་ཕུབ་	OTHER			
ཁོག་མ་	NOUN			
ཁོག་འབུགས་	OTHER			
ཁོག་འབུབས་	OTHER			
ཁོང་	PRON			
ཁོང་ཁྲོ་	NOUN			
ཁོང་གསེང་	NOUN			
ཁོང་ཅན་	OTHER			
ཁོང་བར་	NOUN			
ཁོང་འཛུམ་	NOUN			
ཁོང་ར	OTHER			
ཁོང་རབ་	NOUN			
ཁོང་རྒྱུད་	NOUN			
ཁོང་སྙིང་	NOUN			
ཁོངས་	NOUN			
ཁོན་	VERB			
ཁོན་ན	OTHER			
ཁོམ	VERB			
ཁོམ་པ	VERB			
ཁོམ་པ་	VERB			
ཁོར་ཁོར་ཡུག་	ADV			
ཁོར་མོ་	NOUN			
ཁོར་ཡུག་	NOUN			
ཁོར་ཡུག་དཔག་ཚད་	NOUN			
ཁོར་ཡུལ་	OTHER			
ཁོར་རེ་	OTHER			
ཁོར་རྩ་	PROPN			
ཁོལ	VERB			
ཁོལ་	OTHER			
ཁོལ་པ་	VERB			
ཁོལ་པོ་	NOUN			
ཁོལ་བ	VERB			
ཁོལ་བ་	VERB			
ཁོལ་བུ་	NOUN			
ཁོལ་མ	ADJ			
ཁོལ་མ་	ADJ			
ཁོལ་མོ་	NOUN			
ཁོས་	VERB			
ཁྭ་	NOUN			
ཁྭ་ཏ	NOUN			
ཁྭ་ཏ་	NOUN			
ཁྭ་ཏྭ	NOUN			
ཁྱ་རྒྱོད་	OTHER			
ཁྱད་	NOUN			
ཁྱད་ཆོས	NOUN			
ཁྱད་ཆོས་	NOUN			
ཁྱད་དཔར་	OTHER			
ཁྱད་ནོར་	OTHER			
ཁྱད་པ	ADV			
ཁྱད་པར་	NOUN			
ཁྱད་པར་ཅན	ADJ			
ཁྱད་པར་ཅན་	ADJ			
ཁྱད་པར་བ	NOUN			
ཁྱད་པར་བ་	ADJ			
ཁྱད་ཕྱིན	NUM			
ཁྱད་ཕྱིན་	NUM			
ཁྱད་མཚར་བ	OTHER			
ཁྱད་འཕགས་	OTHER			
ཁྱབ	VERB			
ཁྱབ་	VERB			
ཁྱབ་ཁོངས་	OTHER			
ཁྱབ་གདལ་	OTHER			
ཁྱབ་པ	VERB			
ཁྱབ་པ་	VERB			
ཁྱབ་བ་	VERB			
ཁྱབ་བདག་	OTHER			
ཁྱབ་བདག་རྡོ་རྗེ་འཆང་	PROPN			
ཁྱབ་བརྡལ་	OTHER			
ཁྱབ་བསྒྲགས་	OTHER			
ཁྱབ་མཐའ་	OTHER			
ཁྱབ་འཇུག་	OTHER			
ཁྱབ་འཇུག་གླིང་	PROPN			
ཁྱབ་འདལ་	OTHER			
ཁྱབ་སྤེལ་	OTHER			
ཁྱམས་	NOUN			
ཁྱར་དགེ་བློ་གྲོས་རྒྱ་མཚོ	PROPN			
ཁྱི	NOUN			
ཁྱི་	NOUN			
ཁྱི་གྲོང་	NOUN			
ཁྱི་ངན་	NOUN			
ཁྱི་མཇུག་	NOUN			
ཁྱི་མེད་	ADJ			
ཁྱི་མོ་	NOUN			
ཁྱི་མོ་རོ་སྨད་	NOUN			
ཁྱི་ར་བ	NOUN			
ཁྱི་ར་བ་	NOUN			
ཁྱི་ར་བྱེད་པ་	PROPN			
ཁྱི་ར་རས་པ་	PROPN			
ཁྱི་ལུད་	NOUN			
ཁྱི་སྨྱོན་	OTHER			
ཁྱིམ	NOUN			
ཁྱིམ་	NOUN			
ཁྱིམ་གཞིས་	OTHER			
ཁྱིམ་ཐབ་	NOUN			
ཁྱིམ་པ	NOUN			
ཁྱིམ་པ་	NOUN			
ཁྱིམ་བདག	NOUN			
ཁྱིམ་བདག་	NOUN			
ཁྱིམ་བདག་མོ་	NOUN			
ཁྱིམ་བྱ	OTHER			
ཁྱིམ་མཚེས་	NOUN			
ཁྱིམ་མཛེས་	NOUN			
ཁྱིམ་མཛེས་པ་	NOUN			
ཁྱིམ་མེད་	NOUN			
ཁྱིམ་ཚང་	OTHER			
ཁྱིམ་ཚེས་	NOUN			
ཁྱིམ་རྒྱུད་	OTHER			
ཁྱིམ་སོ་	NOUN			
ཁྱིམ་སྤྱོད་	OTHER			
ཁྱིལ་ལེ་བ་	ADJ			
ཁྱུ་	NOUN			
ཁྱུ་མཆོག་	NOUN			
ཁྱུ་ཚོགས་	OTHER			
ཁྱུང་	NOUN			
ཁྱུང་གཤོག་	NOUN			
ཁྱུང་གཤོག་སྒྲོ་	NOUN			
ཁྱུང་གླིང་	OTHER			
ཁྱུང་ཆེན་	NOUN			
ཁྱུང་ནག་	OTHER			
ཁྱུང་པོ་	OTHER			
ཁྱུང་པོ་ཆོས་བརྩོན་	PROPN			
ཁྱུང་པོ་རྣལ་འབྱོར་	PROPN			
ཁྱུང་མགོན་	OTHER			
ཁྱུང་ཚ་	OTHER			
ཁྱུང་རུ་	NOUN			
ཁྱུང་རྭ་	NOUN			
ཁྱུང་སྡིང་	PROPN			
ཁྱུང་སྤྲུལ་	PROPN			
ཁྱུང་སྤྲུལ་པད་མ་དབང་ཆེན་བསྟན་འཛིན་ཕྲིན་ལས་	PROPN			
ཁྱེ་ཆུང་	NOUN			
ཁྱེ་ཉེན་	NOUN			
ཁྱེད	PRON			
ཁྱེད་	PRON			
ཁྱེད་ཅག་	PRON			
ཁྱེད་ཅན་	OTHER			
ཁྱེད་པ	VERB			
ཁྱེད་པ་	VERB			
ཁྱེམ་	NOUN			
ཁྱེའུ	NOUN			
ཁྱེའུ་	NOUN			
ཁྱེའུ་སྤུན་	NOUN			
ཁྱེར	VERB			
ཁྱེར་	VERB			
ཁྱེར་བ	VERB			
ཁྱེར་བ་	VERB			
ཁྱེར་བདེ་	OTHER			
ཁྱེར་བདེ་བར་	OTHER			
ཁྱེར་བདེར་	OTHER			
ཁྱོ	NOUN			
ཁྱོ་	NOUN			
ཁྱོ་ག	NOUN			
ཁྱོ་ཤུག་	NOUN			
ཁྱོགས་	NOUN			
ཁྱོད	PRON			
ཁྱོད་	PRON			
ཁྱོད་རང་	OTHER			
ཁྱོན་	NOUN			
ཁྱོན་ཡོངས་	OTHER			
ཁྱོལ་བ་	VERB			
ཁྲ	NOUN			
ཁྲ་	NOUN			
ཁྲ་གཡེར་	OTHER			
ཁྲ་བོ	ADJ			
ཁྲ་བོ་	OTHER			
ཁྲ་ཚོམ་	OTHER			
ཁྲ་འབྲུག	PROPN			
ཁྲ་ལམ་མེ་	ADJ			
ཁྲ་ལམ་མེ་བ	ADJ			
ཁྲ་ཧོར་པ	NOUN			
ཁྲག་	NOUN			
ཁྲག་ཁྲིག	NUM			
ཁྲག་ཁྲིག་	NUM			
ཁྲག་ཅན་	ADJ			
ཁྲག་ཐིགས་	OTHER			
ཁྲག་འཐུང་	PROPN			
ཁྲག་འཐུང་དམ་ཅན་རྒྱ་མཚོ	NOUN			
ཁྲག་འཐུང་རྒྱལ་པོ	PROPN			
ཁྲག་ཡིག་	OTHER			
ཁྲག་རིས་	OTHER			
ཁྲག་རྒྱུན་	NOUN			
ཁྲག་རྗེས་	OTHER			
ཁྲག་རྩ་ནད་	OTHER			
ཁྲག་རླུང་	OTHER			
ཁྲབ་	NOUN			
ཁྲབ་ཅན་	ADJ			
ཁྲབ་རྫོང་	OTHER			
ཁྲབ་སྐོགས་ཅན་	OTHER			
ཁྲམ་པ་	NOUN			
ཁྲམ་མ་	NOUN			
ཁྲའོ་ཤན་	PROPN			
ཁྲལ་	NOUN			
ཁྲི	NUM			
ཁྲི་	NUM			
ཁྲི་ཁ་མཁར་སྣ	PROPN			
ཁྲི་གཅེས་	NOUN			
ཁྲི་གཉན་ཟུང་བཙན	PROPN			
ཁྲི་གདུགས་	NOUN			
ཁྲི་གནམ་ལྡེ་འོད་སྲུངས་	PROPN			
ཁྲི་གཙུག་ལྡེ་བཙན་	PROPN			
ཁྲི་གཤོག་	PROPN			
ཁྲི་གསོལ་	OTHER			
ཁྲི་ཆེན་	PROPN			
ཁྲི་ཆེན་རབ་བརྟན་རྒྱ་མཚོ	PROPN			
ཁྲི་ཐུང་	PROPN			
ཁྲི་ཐོག་རྗེ་ཐོག་བཙན་	PROPN			
ཁྲི་དཔལ་འཁོར་བཙན་	PROPN			
ཁྲི་དཔལ་འཁོར་ལྡེ་	PROPN			
ཁྲི་དཔལ་སྲོང་ངེ་	PROPN			
ཁྲི་དར་མ་ཨུ་དུམ་བཙན	PROPN			
ཁྲི་པ	ADJ			
ཁྲི་པ་	ADJ			
ཁྲི་བ	ADJ			
ཁྲི་བཀྲ་ཤིས་དབང་ཕྱུག་ནམ་མཁའ་བཙན་	PROPN			
ཁྲི་བཀྲ་ཤིས་བརྩེགས་པ་དཔལ་	PROPN			
ཁྲི་བཅས་ཕངས་	NOUN			
ཁྲི་བདུན་	OTHER			
ཁྲི་བདུན་མ	OTHER			
ཁྲི་བཙུན་	PROPN			
ཁྲི་བརྒྱད་སྟོང་པ	PROPN			
ཁྲི་ཚོ་	PROPN			
ཁྲི་ཚོ་བརྒྱར་	OTHER			
ཁྲི་འཛིན་	OTHER			
ཁྲི་རབས་	OTHER			
ཁྲི་རལ་	PROPN			
ཁྲི་རྟ་རྫོང་	PROPN			
ཁྲི་ལོ་	OTHER			
ཁྲི་ལྡེ་	OTHER			
ཁྲི་ལྡེ་གཙུག་བརྟན་	PROPN			
ཁྲི་ལྡེ་པོ	PROPN			
ཁྲི་ལྡེ་བཙན་	PROPN			
ཁྲི་ལྡེ་མགོན་པོ	PROPN			
ཁྲི་ལྡེ་སྲོང་བཙན་	PROPN			
ཁྲི་སུམ་རྗེ་	PROPN			
ཁྲི་སྐྱིད་ལྡེ་ཉི་མ་མགོན་	PROPN			
ཁྲི་སྒོ་རྩེགས་པ	NOUN			
ཁྲི་སྙན་	OTHER			
ཁྲི་སྟན་	NOUN			
ཁྲི་སྟོན་བརྩོན་འབར་	PROPN			
ཁྲི་སྲོང་	OTHER			
ཁྲི་སྲོང་ལྡེ་བཙན་	PROPN			
ཁྲི་སྲོང་ལྡེའུ་བཙན་	PROPN			
ཁྲིག་པ་གང་	ADJ			
ཁྲིགས་	VERB			
ཁྲིགས་ཆགས་	OTHER			
ཁྲིགས་བཀོལ་	OTHER			
ཁྲིགས་རིམ་	OTHER			
ཁྲིགས་སྡེབས་	OTHER			
ཁྲིད	VERB			
ཁྲིད་	VERB			
ཁྲིད་གཞུང་	OTHER			
ཁྲིད་ཆེན་	OTHER			
ཁྲིད་ཐབས་	OTHER			
ཁྲིད་དཔོན་	OTHER			
ཁྲིད་དམིགས་	OTHER			
ཁྲིད་པ	VERB			
ཁྲིད་པ་	VERB			
ཁྲིད་བྱུས་	OTHER			
ཁྲིད་ཚན་	OTHER			
ཁྲིད་ཡིག་	NOUN			
ཁྲིད་ཡིད་	OTHER			
ཁྲིད་རིམ་	OTHER			
ཁྲིད་རྒྱུན་	OTHER			
ཁྲིད་ལུགས་	OTHER			
ཁྲིད་ལུང་	OTHER			
ཁྲིད་སྟོན་	OTHER			
ཁྲིན་ཏུཨཱུ	PROPN			
ཁྲིམས་	NOUN			
ཁྲིམས་གཞུང་	OTHER			
ཁྲིམས་ཆད་	OTHER			
ཁྲིམས་དེབ་	OTHER			
ཁྲིམས་དོན་	OTHER			
ཁྲིམས་ཕོག	NOUN			
ཁྲིམས་ཞིབ་ཁང་	OTHER			
ཁྲིམས་ཡིག་	OTHER			
ཁྲིམས་རོགས་པ	OTHER			
ཁྲིམས་ལུགས་	OTHER			
ཁྲིམས་ལྡན་	ADJ			
ཁྲིམས་སུ་	OTHER			
ཁྲིམས་སྲོལ་	OTHER			
ཁྲིའུ་སྟན་	NOUN			
ཁྲིར་བཀོད་	OTHER			
ཁྲིལ་མ་	PROPN			
ཁྲུ་	NOUN			
ཁྲུ་ཀློག་འཕྲོ་	NOUN			
ཁྲུ་གང་བ་	ADJ			
ཁྲུགས་	ADV			
ཁྲུང་ཁྲུང་	OTHER			
ཁྲུད་མ་	NOUN			
ཁྲུན་ཞང་	PROPN			
ཁྲུལ	VERB			
ཁྲུས་	NOUN			
ཁྲུས་གསོལ་	OTHER			
ཁྲུས་ཆུ་ལྷ	NOUN			
ཁྲུས་བུམ་	NOUN			
ཁྲུས་མ་	NOUN			
ཁྲུས་རྫིང་	OTHER			
ཁྲེ་ལོག་ལོག་	ADV			
ཁྲེང་ཀོན་ཆུས་	OTHER			
ཁྲེན་ཡུན་	OTHER			
ཁྲེམས་པ	VERB			
ཁྲེལ་	NOUN			
ཁྲེལ་བ	VERB			
ཁྲེལ་བ་	VERB			
ཁྲེལ་མེད་ཤོ་གམ་	NOUN			
ཁྲེལ་ལྟས་	NOUN			
ཁྲེས་པོ་	NOUN			
ཁྲོ	VERB			
ཁྲོ་	VERB			
ཁྲོ་ཆུ་	OTHER			
ཁྲོ་ཕུ	PROPN			
ཁྲོ་ཕུ་	PROPN			
ཁྲོ་བ	VERB			
ཁྲོ་བ་	VERB			
ཁྲོ་བོ	OTHER			
ཁྲོ་བོ་	NOUN			
ཁྲོ་མོ་	OTHER			
ཁྲོ་རུ་	OTHER			
ཁྲོ་རྒྱལ་རྡོ་རྗེ་རྫོང་	PROPN			
ཁྲོ་རྫོང་	NOUN			
ཁྲོ་ལོ་	PROPN			
ཁྲོད་	NOUN			
ཁྲོན་པ	NOUN			
ཁྲོན་པ་	NOUN			
ཁྲོམ་	NOUN			
ཁྲོམ་གཞུག་	NOUN			
ཁྲོམ་ཆེན་	OTHER			
ཁྲོམ་ཐོག་	NOUN			
ཁྲོལ་	VERB			
ཁྲོལ་བ	VERB			
ཁྲོས་	VERB			
ཁྲོས་པ	VERB			
ཁྲོས་པ་	VERB			
ཁྲོས་མ་	OTHER			
ག	PRON			
ག་	PRON			
ག་གིས་	OTHER			
ག་གོན་	PROPN			
ག་ངྒ	OTHER			
ག་ཅི་	OTHER			
ག་ཅི་སྨོ་	OTHER			
ག་ཆད་	ADV			
ག་དེ་ཅིག་	OTHER			
ག་དྷ་ར་	PROPN			
ག་པ་	OTHER			
ག་བུར་	NOUN			
ག་འདྲ་	OTHER			
ག་ཡ	PROPN			
ག་ཡ་	PROPN			
ག་ཡ་གོ་རི	PROPN			
ག་ཡ་ངྷ་ར་	PROPN			
ག་ཡ་དྷ་ར་	PROPN			
ག་རེ	PRON			
ག་རེ་	PRON			
ག་རྒྱ་	OTHER			
ག་ལ་བ་	NOUN			
ག་ལེ་	ADJ			
ག་ཤེད་	NOUN			
གགས་སེལ་	OTHER			
གང་	PRON			
གང་ག	PROPN			
གང་ག་	PROPN			
གང་ག་མ་	OTHER			
གང་གཱ	PROPN			
གང་གཱ་	PROPN			
གང་གཱ་དར་	PROPN			
གང་གཱ་དྷ་ར་	PROPN			
གང་གླིང་	NOUN			
གང་ངེས་	OTHER			
གང་ཅན་	ADJ			
གང་ན་བ	PRON			
གང་ན་བ་	NOUN			
གང་པ	VERB			
གང་པོ	PROPN			
གང་པོ་	PROPN			
གང་བ	VERB			
གང་བ་	VERB			
གང་བ་བཟང་	PROPN			
གང་བ་སྤེལ་	PROPN			
གང་བུ་	NOUN			
གང་བྱེད་	NOUN			
གང་བྱོ	ADJ			
གང་བློ་མ་	OTHER			
གང་ཚེ་དངོས་	NOUN			
གང་ཟག	NOUN			
གང་ཟག་	NOUN			
གང་ཟག་རྣམ་པ	NOUN			
གང་ཟག་ལས་	NOUN			
གང་ཟག་ལུང་	NOUN			
གང་འདྲ་	OTHER			
གང་རུང་	NOUN			
གངས་	NOUN			
གངས་ཁྲོད་	NOUN			
གངས་གྲོང་	OTHER			
གངས་ཅན་	ADJ			
གངས་ཅན་པ	OTHER			
གངས་ཅན་པ་	PROPN			
གངས་ཅན་ལྗོངས་	NOUN			
གངས་ཆབ་	OTHER			
གངས་ཆུ་	OTHER			
གངས་ཏི་སེ་	PROPN			
གངས་ཐང་	OTHER			
གངས་ཐིགས་	OTHER			
གངས་དཀར་	NOUN			
གངས་དཀར་ལྟོངས་	NOUN			
གངས་དཀར་སྤྲུལ་སྐུ	PROPN			
གངས་ཕྲུག་	OTHER			
གངས་བུ	OTHER			
གངས་མ་ཆར་	OTHER			
གངས་མགུར་ཆེན་མོ་	PROPN			
གངས་ཞེན་	OTHER			
གངས་འདབས་	OTHER			
གངས་རི	NOUN			
གངས་རི་	NOUN			
གངས་རྒྱན་	OTHER			
གངས་རྒྱལ་	OTHER			
གངས་རྩེ་མོ་	NOUN			
གངས་ལུང་	OTHER			
གངས་ལྗོངས་	NOUN			
གངས་ལྗོངས་དར་རྒྱས་ཀུན་ཕན་སྨན་རྩིས་སློབ་གླིང་	PROPN			
གངས་ལྷ་	OTHER			
གངས་སེང་	OTHER			
གངས་སྐྱོན་	OTHER			
གངྒཱ	PROPN			
གངྒཱ་	PROPN			
གཅགས	VERB			
གཅགས་	VERB			
གཅགས་པ	VERB			
གཅགས་པ་	VERB			
གཅད་	VERB			
གཅན་གཟན་	NOUN			
གཅན་གཟན་ཚོགས་	NOUN			
གཅན་ཚ	OTHER			
གཅན་ཚ་རྫོང་	OTHER			
གཅན་ཟན་ཁྱི་	NOUN			
གཅན་ལུང་	OTHER			
གཅི་བ	VERB			
གཅི་བ་	VERB			
གཅིག	NUM			
གཅིག་	NUM			
གཅིག་གྱུར་	OTHER			
གཅིག་ཆོག་	ADJ			
གཅིག་ཆོད་	OTHER			
གཅིག་པ	ADJ			
གཅིག་པ་	ADJ			
གཅིག་པུ	ADJ			
གཅིག་པུ་	ADJ			
གཅིག་པུ་པ	ADJ			
གཅིག་པོ	ADJ			
གཅིག་པོ་	ADJ			
གཅིག་བརྒྱ་	OTHER			
གཅིག་བརྒྱུད་	NOUN			
གཅིག་བུ	ADJ			
གཅིག་མ་	ADJ			
གཅིག་མཐུན་	OTHER			
གཅིག་འཛིན་	OTHER			
གཅིག་ཤེས་	OTHER			
གཅིག་ཤོས་	PRON			
གཅིག་སྒྲིལ་	OTHER			
གཅིག་སྟོང་	OTHER			
གཅིན་	NOUN			
གཅིན་རྟུག་	NOUN			
གཅིན་སྙི	OTHER			
གཅིར་	VERB			
གཅིར་བ་	VERB			
གཅུ་	VERB			
གཅུགས་པ	VERB			
གཅུང་	NOUN			
གཅུང་ཅན་	NOUN			
གཅུང་པོ་	NOUN			
གཅུང་པོ་དོན་ཡོད་དོན་གྲུབ་	PROPN			
གཅུན་	VERB			
གཅུན་ཐབས་	VERB			
གཅེན་	NOUN			
གཅེར་	VERB			
གཅེར་བུ	ADJ			
གཅེར་བུ་	ADJ			
གཅེར་བུ་པ་	NOUN			
གཅེར་མཐོང་	NOUN			
གཅེར་ར་བུ་པ་གཉེན་	PROPN			
གཅེར་རེ་	ADV			
གཅེས	VERB			
གཅེས་	VERB			
གཅེས་གཏུས་	OTHER			
གཅེས་ནོར་	OTHER			
གཅེས་པ	VERB			
གཅེས་པ་	VERB			
གཅེས་ཕྲུག་	NOUN			
གཅེས་བཏུས	ADJ			
གཅེས་བཏུས་	OTHER			
གཅེས་བསྒྲིགས་	OTHER			
གཅེས་བསྡུས་	OTHER			
གཅེས་བསྡེབས་	OTHER			
གཅེས་འགྲོ་	NOUN			
གཅེས་འཛིན་	NOUN			
གཅེས་སུ་	OTHER			
གཅེས་སྒྲིག་	OTHER			
གཅོང་ནད་	OTHER			
གཅོད	VERB			
གཅོད་	VERB			
གཅོད་པ	VERB			
གཅོད་པ་	VERB			
གཅོད་ཕྱོགས་	OTHER			
གཅོད་བྱེད་	OTHER			
གཅོད་བྱེད་ཚེ་	NOUN			
གཅོད་ཡུལ་	OTHER			
གཅོད་རྒྱལ་	PROPN			
གཇིགས་པ་	VERB			
གཉ	NOUN			
གཉག་གཡུང་སྟོན་ཁྲོ་རྒྱལ་	PROPN			
གཉགས་	NOUN			
